branded_food_category,"Carbohydrate, by difference_count","Carbohydrate, by difference_mean","Carbohydrate, by difference_std","Carbohydrate, by difference_min","Carbohydrate, by difference_25%","Carbohydrate, by difference_50%","Carbohydrate, by difference_75%","Carbohydrate, by difference_max",Cholesterol_count,Cholesterol_mean,Cholesterol_std,Cholesterol_min,Cholesterol_25%,Cholesterol_50%,Cholesterol_75%,Cholesterol_max,Energy_count,Energy_mean,Energy_std,Energy_min,Energy_25%,Energy_50%,Energy_75%,Energy_max,"Fiber, total dietary_count","Fiber, total dietary_mean","Fiber, total dietary_std","Fiber, total dietary_min","Fiber, total dietary_25%","Fiber, total dietary_50%","Fiber, total dietary_75%","Fiber, total dietary_max",Protein_count,Protein_mean,Protein_std,Protein_min,Protein_25%,Protein_50%,Protein_75%,Protein_max,"Sugars, total including NLEA_count","Sugars, total including NLEA_mean","Sugars, total including NLEA_std","Sugars, total including NLEA_min","Sugars, total including NLEA_25%","Sugars, total including NLEA_50%","Sugars, total including NLEA_75%","Sugars, total including NLEA_max",Total lipid (fat)_count,Total lipid (fat)_mean,Total lipid (fat)_std,Total lipid (fat)_min,Total lipid (fat)_25%,Total lipid (fat)_50%,Total lipid (fat)_75%,Total lipid (fat)_max,PE_ratio_count,PE_ratio_mean,PE_ratio_std,PE_ratio_min,PE_ratio_25%,PE_ratio_50%,PE_ratio_75%,PE_ratio_max
Tomatoes,10295.0,6.561537639630397,4.3742778310867685,0.19,4.13,4.96,6.56,68.29,10295.0,0.022729480330257408,0.6833301482234488,0.0,0.0,0.0,0.0,30.0,10295.0,33.13443419135503,24.349760087286754,1.0,21.0,25.0,33.0,573.0,10295.0,1.5082564351626613,1.2363283116125434,0.0,0.8,0.9,1.6,13.3,10295.0,1.3190208839242081,1.0846793945742659,0.0,0.83,0.83,1.64,14.63,10295.0,4.019888295288886,2.7334258292999647,0.0,2.48,3.28,4.76,43.9,10295.0,0.1480524526469163,1.2553272938543452,0.0,0.0,0.0,0.0,53.33,10295.0,4.0162965188660635,1.570428499730234,0.0,3.32967032967033,3.9523809523809526,4.96969696969697,40.5
Vegetable & Cooking Oils,2537.0,0.9505045329128894,7.6302044283993045,0.0,0.0,0.0,0.0,114.29,2537.0,0.7721718565234529,8.866525040766101,0.0,0.0,0.0,0.0,115.0,2537.0,835.8813559322034,68.93274189683864,100.0,800.0,857.0,857.0,1143.0,2537.0,0.040875049270792274,0.552771643183087,0.0,0.0,0.0,0.0,10.7,2537.0,0.20213243988963336,2.0414343015853897,0.0,0.0,0.0,0.0,33.33,2537.0,0.1763066614111155,2.98765078506393,0.0,0.0,0.0,0.0,71.43,2537.0,95.0260031533283,8.970369851948693,0.0,93.33,93.33,100.0,128.57,2537.0,0.03358389138809718,0.3092333090422625,0.0,0.0,0.0,0.0,4.16625
Vegetable Based Products / Meals,482.0,32.36601659751036,30.07498263961451,3.52,9.0,17.8,69.57,87.42,482.0,1.8402489626556016,11.518826600746143,0.0,0.0,0.0,0.0,238.0,482.0,203.60165975103735,122.54115960629446,10.0,106.0,182.0,346.0,409.0,482.0,5.045435684647302,2.9111067540158957,0.3,3.0,4.3,6.6,15.9,482.0,9.696576763485478,7.643791639438593,0.0,4.25,6.25,14.8,29.2,482.0,2.986161825726142,2.8564098686258874,0.0,1.35,2.1,3.8875,30.0,482.0,6.709979253112033,16.076190119955584,0.0,1.0,3.7,8.6075,132.74,482.0,6.0628587857442895,5.842510061181342,0.0,2.2250639386189257,4.864583333333333,8.346774193548388,50.0
Vegetable Based Products / Meals - Not Ready to Eat (Frozen),114.0,17.267543859649123,7.523150060602444,3.6,11.825,17.0,21.9,38.0,114.0,4.12280701754386,11.897155420316707,0.0,0.0,1.0,3.0,114.0,114.0,176.91228070175438,48.82523672912425,87.0,138.0,173.5,213.0,346.0,114.0,4.690350877192984,1.877815021860954,0.3,3.5,4.3,5.8500000000000005,10.1,114.0,13.535087719298241,6.617768819740476,3.2,8.1,12.8,17.1,29.2,114.0,2.1868421052631573,2.109922330403504,0.0,1.1,1.8,2.7,17.2,114.0,7.25614035087719,4.052007807515023,1.3,4.6,6.3,8.6,26.6,114.0,7.7091428180660415,3.533546685384112,2.4615384615384617,4.8766268463035765,6.682464454976303,10.077731092436975,17.804878048780488
Vegetable and Lentil Mixes,5620.0,63.411855871885344,12.474203143787694,0.0,60.0,62.75,70.37,200.0,5620.0,0.6877224199288257,7.8320935527669855,0.0,0.0,0.0,0.0,196.0,5620.0,313.36814946619216,75.35209315256509,17.0,257.0,340.0,357.0,818.0,5620.0,18.26718861209988,11.898012276617989,0.0,7.1,16.7,27.0,100.0,5620.0,17.83474377224207,8.154932634518953,0.0,8.7,20.0,22.86,57.14,5620.0,4.056398576512486,6.7407090092609465,0.0,2.08,2.86,4.35,163.64,5620.0,2.265252669039173,4.629138953405775,0.0,0.0,1.09,2.86,89.29,5620.0,6.203440245338693,3.4251635244400656,0.0,2.4999999999999996,6.664723032069971,7.993006993006993,33.333333333333336
Vegetables  Prepared/Processed,2345.0,17.244985074626832,10.85017622701128,0.42,13.08,16.13,21.0,82.61,2345.0,0.214498933901919,1.1082815457938269,0.0,0.0,0.0,0.0,16.0,2345.0,92.35948827292111,54.01181750110015,11.0,73.0,90.0,113.0,464.0,2345.0,3.6327505330490504,2.03748832772279,0.0,2.6,3.6,4.1,17.9,2345.0,4.401982942430699,2.2314304897140826,0.0,3.25,5.0,5.46,21.43,2345.0,3.585850746268658,3.7852257546347245,0.0,0.74,2.01,5.47,14.93,2345.0,0.7775820895522347,1.6633690202812155,0.0,0.23,0.38,0.76,20.0,2345.0,4.950832185991589,1.629855043970351,0.0,4.096,4.990384615384615,6.178082191780822,22.2
Vegetables  Unprepared/Unprocessed (Shelf Stable),6.0,62.86000000000001,7.78360568894479e-15,62.86,62.86,62.86,62.86,62.86,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,343.0,0.0,343.0,343.0,343.0,343.0,343.0,6.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,6.0,22.86,0.0,22.86,22.86,22.86,22.86,22.86,6.0,2.86,0.0,2.86,2.86,2.86,2.86,2.86,6.0,1.43,0.0,1.43,1.43,1.43,1.43,1.43,6.0,6.664723032069971,0.0,6.664723032069971,6.664723032069971,6.664723032069971,6.664723032069971,6.664723032069971
Vegetables - Prepared/Processed (Frozen),1.0,4.12,,4.12,4.12,4.12,4.12,4.12,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,31.0,,31.0,31.0,31.0,31.0,31.0,1.0,2.1,,2.1,2.1,2.1,2.1,2.1,1.0,2.06,,2.06,2.06,2.06,2.06,2.06,1.0,2.06,,2.06,2.06,2.06,2.06,2.06,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,6.645161290322581,,6.645161290322581,6.645161290322581,6.645161290322581,6.645161290322581,6.645161290322581
Vegetables - Prepared/Processed (Shelf Stable),2.0,4.235,0.5444722215136416,3.85,4.0425,4.235,4.4275,4.62,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,23.0,23.0,23.0,23.0,23.0,2.0,0.8,0.0,0.8,0.8,0.8,0.8,0.8,2.0,0.77,0.0,0.77,0.77,0.77,0.77,0.77,2.0,2.31,0.0,2.31,2.31,2.31,2.31,2.31,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.347826086956522,0.0,3.347826086956522,3.347826086956522,3.347826086956522,3.347826086956522,3.347826086956522
Vegetables – Prepared/Processed,41.0,15.894634146341462,11.739684854705638,0.42,6.2,16.54,18.1,57.14,41.0,0.04878048780487805,0.2180847899550909,0.0,0.0,0.0,0.0,1.0,41.0,97.21951219512195,92.92591462964515,15.0,43.0,92.0,100.0,464.0,41.0,3.7390243902439013,3.7579833720215214,0.0,0.8,3.6,4.6,17.9,41.0,4.411707317073171,4.28427292690313,0.0,2.35,4.45,4.9,21.43,41.0,3.2621951219512186,3.2429126662578516,0.0,0.91,2.48,4.62,12.31,41.0,1.7397560975609756,4.264143224497084,0.0,0.0,0.38,0.9,20.0,41.0,4.931653761748739,3.203245124768466,0.0,3.9523809523809526,4.618534482758621,5.435294117647059,22.2
Vegetarian Frozen Meats,1012.0,15.454160079051402,7.593534392872273,1.8,8.93,13.975,20.93,39.08,1012.0,1.0731225296442688,6.510783031273758,0.0,0.0,0.0,0.0,81.0,1012.0,196.9416996047431,55.36301886494661,15.0,160.0,190.0,229.0,400.0,1012.0,3.3067193675889346,2.2279259666911706,0.0,1.8,3.1,4.3,16.1,1012.0,15.282944664031685,5.612483491691664,0.0,12.0,15.29,18.42,30.91,1012.0,2.2322628458498004,2.7133934426037447,0.0,0.7025,1.47,2.56,16.9,1012.0,8.765918972332031,4.967062117438473,0.0,5.25,8.0,10.99,35.0,1012.0,8.528868922655274,7.185261408122191,0.0,5.365853658536586,7.614864864864865,10.996504559270516,145.46666666666667
Vinegars/Cooking Wines,1.0,20.0,,20.0,20.0,20.0,20.0,20.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,,100.0,100.0,100.0,100.0,100.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,13.33,,13.33,13.33,13.33,13.33,13.33,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vitamins,8.0,7.16625,2.694910215838103,2.33,6.25,6.25,10.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,488.375,382.68335941275075,1.0,41.0,740.5,781.0,781.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.14,0.25922962793631443,0.0,0.0,0.0,0.14,0.56,8.0,51.56,44.84969947343174,0.0,0.0,70.31,90.62,90.62,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,425.0,5.093858823529409,18.726478395395905,0.0,0.56,2.0,5.07,241.67,425.0,0.009411764705882352,0.09667042997254374,0.0,0.0,0.0,0.0,1.0,425.0,21.414117647058823,76.15520886950442,1.0,3.0,8.0,20.0,1000.0,425.0,0.18282352941176488,1.440309692003436,0.0,0.0,0.0,0.0,20.0,425.0,0.2614588235294118,0.7986201182225136,0.0,0.0,0.0,0.0,5.63,425.0,4.5439529411764745,18.493827141948554,0.0,0.2,0.72,4.52,241.67,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,2.141954337109325,6.236617711048173,0.0,0.0,0.0,0.0,25.0
Weight Control,274.0,29.855072992700737,44.98606172614306,0.8,2.15,23.05,44.44,337.5,274.0,17.974452554744527,40.355418279305994,0.0,0.0,3.0,10.0,223.0,274.0,362.33576642335765,1057.1702520374874,27.0,55.0,335.5,385.0,10000.0,274.0,6.7014598540146055,7.753094482301632,0.0,1.5,3.8,12.2,37.5,274.0,20.16708029197079,21.27082542250538,0.0,4.6,7.18,36.11,150.0,274.0,9.151277372262768,11.721067262679739,0.0,0.48,4.695,12.217500000000001,42.31,274.0,19.632189781021925,104.10577634876921,0.0,2.77,5.77,9.72,1000.0,274.0,8.489759767401594,4.162797894634145,0.0,5.310344827586207,9.428571428571429,11.181818181818182,17.166666666666668
Wholesome Snacks,17190.0,57.153369400814256,29.9276666438122,0.01,19.35,67.5,80.0,300.0,17190.0,5.397498545666085,464.0645056786417,0.0,0.0,0.0,0.0,60000.0,17190.0,267.46207097149505,151.55980070727838,5.0,80.0,300.0,350.0,1200.0,17190.0,5.508772542175917,5.072539696621422,0.0,1.8,5.0,7.5,120.0,17190.0,2.1930273414775923,4.142258155534596,0.0,0.0,1.11,2.5,53.57,17190.0,41.55993775450856,25.571847903790186,0.0,14.44,45.0,65.0,416.67,17190.0,3.7269598603839404,10.573305174892267,0.0,0.0,0.0,0.0,70.37,17190.0,0.722672044509735,1.298823586682075,0.0,0.0,0.624765478424015,1.0,33.4
Yogurt,25885.0,12.497002897430823,15.080575683495315,0.67,8.67,11.67,14.71,600.0,25885.0,7.5216920996716246,11.216617687985282,0.0,3.0,6.0,10.0,294.0,25885.0,89.50542785396948,82.81308081933645,4.0,67.0,82.0,100.0,3143.0,25885.0,0.4417848174618631,1.165610249925092,0.0,0.0,0.0,0.7,71.4,25885.0,5.712872706200444,4.9360490635694445,0.0,3.52,4.67,8.0,125.0,25885.0,9.821507050415159,9.90542822800097,0.0,6.67,9.41,12.22,471.43,25885.0,2.024217886806967,3.6077723617807145,0.0,0.0,1.18,3.0,75.0,25885.0,6.9948808800639055,4.153138209619769,0.0,3.8867924528301887,5.983050847457627,9.618181818181819,160.0
Yogurt/Yogurt Substitutes,1668.0,15.392523980815357,6.174050027791735,1.0,11.98,15.555,18.0,37.1,1668.0,6.919664268585132,6.432858204115723,0.0,3.0,5.0,10.0,32.0,1668.0,94.57134292565948,30.472036313900595,43.0,78.0,89.0,113.0,210.0,1668.0,0.23699040767386156,0.5596445074446517,0.0,0.0,0.0,0.1,3.1,1668.0,4.52735011990406,2.187508448869447,0.94,3.0,3.57,5.0,11.56,1668.0,11.443183453237449,4.9868788480761115,0.89,8.0,11.27,13.0,26.47,1668.0,1.6717386091127142,1.7817927314232145,0.0,0.63,1.0,2.0,8.39,1668.0,5.1872381071978495,3.066213184931536,1.6491228070175439,3.3707865168539324,4.01123595505618,6.089743589743589,16.281690140845072
Yogurt/Yogurt Substitutes (Perishable),4.0,17.674999999999997,3.4184060613098617,14.71,15.145,16.935,19.465,22.12,4.0,6.25,2.0615528128088303,4.0,5.5,6.0,6.75,9.0,4.0,97.0,18.0,88.0,88.0,88.0,97.0,124.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.5324999999999998,0.7226052403168228,2.65,3.3099999999999996,3.53,3.7525,4.42,4.0,13.627500000000001,3.652737557868983,10.59,11.032499999999999,12.67,15.265,18.58,4.0,1.2525,0.7274327002089838,0.44,0.9949999999999999,1.18,1.4375,2.21,4.0,3.649651759530792,0.47480900280727306,3.0113636363636362,3.4262280058651027,3.7879398826979473,4.011363636363637,4.011363636363637
